Coordinates,Traffic,Passenger Frequency,Landmark Proximity
"[16.42573, 120.5936]",0.9,2.0,False
"[16.42563, 120.59345]",0.8,6.0,True
"[16.42554, 120.5933]",0.8,8.0,False
"[16.42547, 120.5932]",0.9,4.0,True
"[16.42542, 120.59314]",0.1,5.0,False
"[16.42539, 120.5931]",0.1,8.0,True
"[16.42536, 120.59306]",1.0,5.0,False
"[16.42535, 120.59305]",0.1,10.0,False
"[16.42523, 120.59292]",0.9,2.0,False
"[16.42511, 120.59278]",0.5,8.0,False
"[16.42499, 120.59265]",0.3,6.0,True
"[16.42493, 120.59259]",0.2,9.0,False
"[16.42486, 120.59252]",0.1,2.0,False
"[16.42463, 120.59226]",0.3,4.0,False
"[16.4246, 120.59222]",0.2,9.0,False
"[16.42454, 120.59216]",0.6,1.0,True
"[16.4245, 120.59225]",0.5,5.0,False
"[16.42449, 120.59228]",0.6,1.0,True
"[16.42448, 120.59231]",0.7,5.0,True
"[16.42447, 120.59233]",0.2,5.0,True
"[16.42446, 120.59235]",0.2,9.0,True
"[16.42445, 120.59237]",0.3,5.0,False
"[16.42444, 120.59237]",0.5,6.0,True
"[16.42443, 120.59239]",0.1,2.0,True
"[16.4244, 120.5924]",0.7,2.0,True
"[16.42437, 120.59241]",0.5,1.0,False
"[16.42436, 120.59242]",0.9,10.0,True
"[16.42431, 120.59243]",0.4,8.0,True
"[16.42422, 120.59247]",0.7,3.0,False
"[16.42407, 120.59256]",0.6,4.0,True
"[16.4238, 120.5928]",0.1,3.0,True
"[16.42372, 120.59289]",0.2,5.0,False
"[16.42365, 120.59299]",0.8,8.0,True
"[16.42361, 120.59305]",0.2,8.0,False
"[16.42353, 120.59314]",0.0,8.0,True
"[16.42337, 120.5933]",0.0,9.0,False
"[16.42333, 120.59333]",0.1,8.0,True
"[16.4233, 120.59334]",0.5,7.0,True
"[16.42326, 120.59336]",0.2,9.0,False
"[16.42321, 120.59336]",0.3,4.0,False
"[16.42311, 120.59336]",0.7,7.0,False
"[16.42283, 120.5933]",0.8,5.0,False
"[16.42268, 120.59327]",0.6,5.0,False
"[16.42245, 120.59324]",0.7,8.0,True
"[16.42214, 120.59324]",0.9,4.0,False
"[16.42191, 120.59325]",0.2,9.0,False
"[16.42159, 120.59327]",0.4,5.0,False
"[16.42146, 120.59327]",0.0,3.0,False
"[16.42135, 120.59327]",1.0,8.0,True
"[16.42124, 120.59326]",0.0,9.0,False
"[16.42119, 120.59326]",0.9,10.0,True
"[16.42103, 120.59323]",0.8,7.0,True
"[16.42058, 120.59311]",0.0,1.0,False
"[16.42045, 120.59308]",0.0,2.0,False
"[16.4204, 120.59307]",0.4,8.0,True
"[16.42036, 120.59306]",0.6,6.0,True
"[16.42029, 120.59307]",0.3,1.0,False
"[16.42017, 120.59309]",0.4,7.0,False
"[16.42008, 120.59314]",0.2,7.0,True
"[16.42002, 120.59321]",0.9,9.0,True
"[16.41992, 120.59332]",0.0,3.0,True
"[16.41981, 120.5935]",0.2,4.0,False
"[16.41977, 120.59359]",0.6,2.0,True
"[16.41974, 120.59368]",0.9,6.0,True
"[16.41972, 120.59382]",0.1,10.0,True
"[16.41971, 120.59385]",0.3,4.0,False
"[16.41968, 120.59406]",0.3,9.0,False
"[16.41965, 120.59418]",0.5,5.0,True
"[16.41962, 120.59426]",0.4,7.0,True
"[16.41958, 120.59433]",0.7,3.0,False
"[16.41954, 120.59438]",0.3,6.0,True
"[16.41945, 120.5945]",0.9,5.0,False
"[16.41938, 120.59462]",0.2,7.0,True
"[16.41929, 120.59472]",0.4,2.0,True
"[16.41923, 120.59478]",0.3,8.0,True
"[16.41918, 120.5948]",0.8,9.0,False
"[16.41914, 120.59482]",0.0,3.0,False
"[16.4191, 120.59483]",0.9,5.0,False
"[16.41907, 120.59484]",0.4,6.0,False
"[16.41905, 120.59484]",0.4,3.0,False
"[16.41899, 120.59483]",0.5,10.0,False
"[16.41859, 120.59477]",0.5,6.0,False
"[16.41842, 120.59476]",0.8,4.0,True
"[16.41836, 120.59476]",0.6,3.0,True
"[16.41829, 120.59478]",0.8,7.0,False
"[16.41818, 120.5948]",0.0,10.0,True
"[16.41801, 120.59487]",0.7,5.0,True
"[16.41787, 120.59494]",0.8,2.0,True
"[16.41773, 120.59504]",0.6,8.0,False
"[16.41756, 120.59522]",1.0,2.0,True
"[16.41737, 120.59546]",0.2,8.0,False
"[16.41725, 120.5956]",0.7,6.0,True
"[16.41722, 120.59563]",0.6,1.0,True
